country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,loss_per_user,cluster_id,risk_profile
Brazil,2016,Malware,Healthcare,83.88,155059,Unknown,Unpatched Software,Antivirus,29.0,540.9553782753661,0,High-Impact Rapid-Response Incidents
Russia,2022,Phishing,Banking,85.01,923558,Insider,Weak Passwords,Encryption,41.0,92.04619525790476,2,Critical High-Impact Incidents
Germany,2022,DDoS,Telecommunications,20.55,239313,Nation-state,Social Engineering,AI-based Detection,6.0,85.87080517982726,0,High-Impact Rapid-Response Incidents
Russia,2023,Ransomware,Telecommunications,60.08,874485,Hacker Group,Weak Passwords,Antivirus,48.0,68.70329393871822,2,Critical High-Impact Incidents
Russia,2016,SQL Injection,Healthcare,46.95,90895,Unknown,Social Engineering,VPN,29.0,516.5300621596348,3,Concentrated High-Cost Incidents
China,2015,Man-in-the-Middle,Retail,47.2,529593,Hacker Group,Zero-day,VPN,64.0,89.12504508178922,2,Critical High-Impact Incidents
Germany,2018,Phishing,Government,46.92,610201,Nation-state,Weak Passwords,VPN,72.0,76.89269601328087,2,Critical High-Impact Incidents
USA,2021,DDoS,Telecommunications,1.98,863623,Hacker Group,Weak Passwords,Firewall,24.0,2.2926670549533767,1,Widespread Low-Loss Incidents
USA,2018,Malware,Healthcare,14.28,755771,Insider,Weak Passwords,Antivirus,44.0,18.89461225688734,1,Widespread Low-Loss Incidents
Japan,2021,SQL Injection,Telecommunications,66.23,164032,Unknown,Social Engineering,Firewall,5.0,403.7626804525947,0,High-Impact Rapid-Response Incidents
Russia,2019,Man-in-the-Middle,Telecommunications,95.66,259993,Nation-state,Weak Passwords,Antivirus,58.0,367.9329828110757,2,Critical High-Impact Incidents
UK,2019,Phishing,Retail,90.13,232359,Unknown,Social Engineering,Firewall,17.0,387.89115119276636,0,High-Impact Rapid-Response Incidents
Germany,2018,Phishing,Telecommunications,84.9,800031,Unknown,Unpatched Software,Encryption,10.0,106.12088781559714,0,High-Impact Rapid-Response Incidents
UK,2016,Phishing,Healthcare,71.19,925040,Unknown,Unpatched Software,Encryption,48.0,76.95883421257459,2,Critical High-Impact Incidents
Brazil,2016,Malware,IT,99.29,273469,Insider,Social Engineering,AI-based Detection,67.0,363.0758879434232,2,Critical High-Impact Incidents
Germany,2024,Malware,Banking,22.84,797768,Insider,Zero-day,Firewall,58.0,28.62987735782834,2,Critical High-Impact Incidents
Japan,2022,DDoS,Education,82.19,905203,Hacker Group,Weak Passwords,Antivirus,37.0,90.79731286794232,2,Critical High-Impact Incidents
India,2023,Phishing,Telecommunications,11.72,512291,Insider,Zero-day,AI-based Detection,51.0,22.877622288894397,1,Widespread Low-Loss Incidents
UK,2017,Phishing,Telecommunications,27.08,416833,Insider,Social Engineering,VPN,9.0,64.96606554663379,0,High-Impact Rapid-Response Incidents
UK,2015,Ransomware,Government,30.74,744505,Nation-state,Unpatched Software,Antivirus,43.0,41.289178716059666,2,Critical High-Impact Incidents
Brazil,2020,Malware,Banking,79.61,755029,Nation-state,Weak Passwords,Firewall,27.0,105.43965860913951,0,High-Impact Rapid-Response Incidents
Brazil,2017,Malware,Banking,99.22,660182,Insider,Weak Passwords,AI-based Detection,21.0,150.29188920630978,0,High-Impact Rapid-Response Incidents
India,2016,Ransomware,Retail,29.48,403737,Insider,Zero-day,Firewall,26.0,73.0178309146796,0,High-Impact Rapid-Response Incidents
China,2019,DDoS,Retail,7.87,86783,Nation-state,Weak Passwords,Antivirus,12.0,90.68596384084441,1,Widespread Low-Loss Incidents
Australia,2022,DDoS,Telecommunications,86.77,390083,Nation-state,Social Engineering,VPN,72.0,222.4398397264172,2,Critical High-Impact Incidents
Brazil,2023,Man-in-the-Middle,Banking,20.15,376174,Unknown,Social Engineering,Firewall,43.0,53.56563717853972,1,Widespread Low-Loss Incidents
UK,2022,Ransomware,Government,31.94,485080,Insider,Weak Passwords,Antivirus,61.0,65.844809103653,2,Critical High-Impact Incidents
France,2024,Ransomware,Banking,78.82,759804,Unknown,Unpatched Software,AI-based Detection,47.0,103.73727961421629,2,Critical High-Impact Incidents
Japan,2017,Phishing,IT,65.62,286208,Hacker Group,Zero-day,Firewall,57.0,229.2738148479428,2,Critical High-Impact Incidents
USA,2017,Malware,IT,75.53,992377,Nation-state,Unpatched Software,Antivirus,33.0,76.11018796284074,0,High-Impact Rapid-Response Incidents
USA,2021,Man-in-the-Middle,Education,36.06,48987,Unknown,Zero-day,VPN,58.0,736.1136628085002,3,Concentrated High-Cost Incidents
Russia,2021,SQL Injection,Telecommunications,68.07,538602,Insider,Unpatched Software,VPN,19.0,126.38274644357058,0,High-Impact Rapid-Response Incidents
Japan,2015,Malware,Healthcare,26.29,808392,Hacker Group,Weak Passwords,AI-based Detection,4.0,32.52135102771923,0,High-Impact Rapid-Response Incidents
UK,2015,Ransomware,IT,26.12,21580,Unknown,Weak Passwords,AI-based Detection,14.0,1210.379981464319,3,Concentrated High-Cost Incidents
France,2020,Phishing,Government,94.44,209658,Insider,Zero-day,VPN,11.0,450.4478722490914,0,High-Impact Rapid-Response Incidents
Japan,2017,Man-in-the-Middle,Retail,74.12,559889,Nation-state,Zero-day,VPN,10.0,132.38338313487137,0,High-Impact Rapid-Response Incidents
France,2015,SQL Injection,Government,12.92,344516,Insider,Zero-day,VPN,28.0,37.50188670482648,1,Widespread Low-Loss Incidents
Australia,2024,Phishing,Retail,73.43,897569,Hacker Group,Social Engineering,AI-based Detection,66.0,81.80986642809634,2,Critical High-Impact Incidents
Australia,2023,SQL Injection,Healthcare,99.19,538688,Nation-state,Zero-day,Encryption,36.0,184.13255910657003,0,High-Impact Rapid-Response Incidents
China,2015,DDoS,Government,22.71,303975,Nation-state,Social Engineering,Firewall,2.0,74.71009129040218,0,High-Impact Rapid-Response Incidents
Japan,2022,SQL Injection,Telecommunications,67.62,822256,Insider,Unpatched Software,Firewall,60.0,82.23716214901442,2,Critical High-Impact Incidents
Russia,2019,Man-in-the-Middle,Healthcare,53.82,521877,Unknown,Zero-day,Encryption,66.0,103.12774849246087,2,Critical High-Impact Incidents
Brazil,2016,SQL Injection,Education,55.83,758258,Unknown,Zero-day,Encryption,44.0,73.62929240443226,2,Critical High-Impact Incidents
Brazil,2016,DDoS,IT,17.12,988369,Hacker Group,Weak Passwords,AI-based Detection,26.0,17.321465970705272,1,Widespread Low-Loss Incidents
France,2022,Malware,Healthcare,67.89,325521,Hacker Group,Social Engineering,VPN,69.0,208.5579732183177,2,Critical High-Impact Incidents
Germany,2021,Ransomware,IT,5.54,254933,Nation-state,Social Engineering,AI-based Detection,41.0,21.731199962343048,1,Widespread Low-Loss Incidents
UK,2023,DDoS,Government,55.28,339144,Hacker Group,Unpatched Software,VPN,26.0,162.99860826079777,0,High-Impact Rapid-Response Incidents
India,2022,Ransomware,Education,57.52,170002,Unknown,Unpatched Software,AI-based Detection,54.0,338.3489606004635,2,Critical High-Impact Incidents
Japan,2019,DDoS,Government,74.65,491269,Nation-state,Zero-day,Firewall,67.0,151.95341045333615,2,Critical High-Impact Incidents
China,2019,Phishing,Banking,49.14,341100,Insider,Social Engineering,Firewall,37.0,144.06332453825857,2,Critical High-Impact Incidents
India,2018,DDoS,Government,36.04,446170,Insider,Unpatched Software,VPN,72.0,80.77638568258736,2,Critical High-Impact Incidents
India,2015,Malware,Telecommunications,14.09,28398,Insider,Zero-day,Encryption,22.0,496.16170152827664,3,Concentrated High-Cost Incidents
France,2017,Ransomware,Telecommunications,66.36,180698,Hacker Group,Zero-day,Encryption,53.0,367.24258154489814,2,Critical High-Impact Incidents
Germany,2017,Malware,Healthcare,8.53,676384,Unknown,Social Engineering,VPN,44.0,12.611179448360694,1,Widespread Low-Loss Incidents
Brazil,2015,Ransomware,Healthcare,61.91,961557,Insider,Unpatched Software,Firewall,64.0,64.38515865414115,2,Critical High-Impact Incidents
Japan,2020,Phishing,Education,54.47,345334,Hacker Group,Weak Passwords,Antivirus,25.0,157.7313557309735,0,High-Impact Rapid-Response Incidents
Russia,2024,Phishing,Education,87.88,263407,Nation-state,Zero-day,Antivirus,8.0,333.6281875576579,0,High-Impact Rapid-Response Incidents
Russia,2017,Phishing,IT,89.22,791350,Nation-state,Social Engineering,Antivirus,32.0,112.74404498641562,0,High-Impact Rapid-Response Incidents
China,2022,Ransomware,Telecommunications,64.92,591819,Unknown,Zero-day,Antivirus,49.0,109.69570088151951,2,Critical High-Impact Incidents
UK,2016,SQL Injection,IT,6.59,186612,Unknown,Unpatched Software,Antivirus,30.0,35.313913360341246,1,Widespread Low-Loss Incidents
Japan,2018,Ransomware,Retail,48.0,187730,Nation-state,Weak Passwords,AI-based Detection,26.0,255.68635806743728,0,High-Impact Rapid-Response Incidents
France,2015,SQL Injection,IT,87.78,6456,Hacker Group,Social Engineering,Firewall,69.0,13596.654275092937,3,Concentrated High-Cost Incidents
Japan,2020,Malware,Banking,15.73,762662,Hacker Group,Zero-day,Firewall,56.0,20.625126202695295,1,Widespread Low-Loss Incidents
UK,2015,Phishing,IT,30.26,256396,Hacker Group,Zero-day,Encryption,29.0,118.02056194324405,0,High-Impact Rapid-Response Incidents
Brazil,2021,SQL Injection,Healthcare,54.59,437634,Unknown,Weak Passwords,AI-based Detection,29.0,124.73893710269311,0,High-Impact Rapid-Response Incidents
Russia,2015,Malware,Healthcare,63.09,80855,Nation-state,Zero-day,AI-based Detection,53.0,780.2856966174015,3,Concentrated High-Cost Incidents
India,2016,Phishing,Retail,59.36,967614,Nation-state,Unpatched Software,AI-based Detection,71.0,61.3467767105478,2,Critical High-Impact Incidents
Japan,2020,Ransomware,IT,79.52,934400,Unknown,Social Engineering,VPN,4.0,85.1027397260274,0,High-Impact Rapid-Response Incidents
Germany,2023,Man-in-the-Middle,Telecommunications,87.83,547719,Unknown,Weak Passwords,AI-based Detection,22.0,160.35594894462307,0,High-Impact Rapid-Response Incidents
China,2016,Malware,Healthcare,96.63,808984,Unknown,Weak Passwords,Firewall,26.0,119.44612007159597,0,High-Impact Rapid-Response Incidents
Japan,2023,Ransomware,Banking,52.86,261038,Nation-state,Social Engineering,Encryption,48.0,202.4992529823244,2,Critical High-Impact Incidents
China,2024,Phishing,Education,4.01,841054,Insider,Zero-day,Antivirus,49.0,4.767827036076161,1,Widespread Low-Loss Incidents
China,2019,Ransomware,IT,68.02,175038,Hacker Group,Weak Passwords,VPN,67.0,388.601332282133,2,Critical High-Impact Incidents
Russia,2022,Phishing,Retail,67.17,774613,Hacker Group,Weak Passwords,Encryption,53.0,86.7142689317117,2,Critical High-Impact Incidents
Japan,2021,Phishing,Healthcare,37.45,558357,Hacker Group,Weak Passwords,VPN,49.0,67.07178382289467,2,Critical High-Impact Incidents
India,2017,Phishing,Retail,36.78,620056,Nation-state,Weak Passwords,Firewall,14.0,59.31722296050679,0,High-Impact Rapid-Response Incidents
Russia,2018,Malware,Healthcare,40.66,90640,Unknown,Social Engineering,Encryption,56.0,448.5878199470433,3,Concentrated High-Cost Incidents
Russia,2022,Ransomware,Retail,76.93,449596,Unknown,Unpatched Software,AI-based Detection,3.0,171.10917356915988,0,High-Impact Rapid-Response Incidents
Australia,2020,Ransomware,Healthcare,58.91,207842,Nation-state,Social Engineering,Antivirus,40.0,283.4364565391018,2,Critical High-Impact Incidents
Germany,2017,Phishing,Retail,93.6,908249,Nation-state,Zero-day,AI-based Detection,53.0,103.05543964265306,2,Critical High-Impact Incidents
Japan,2017,Phishing,Healthcare,47.39,470895,Nation-state,Social Engineering,Encryption,63.0,100.63814650824494,2,Critical High-Impact Incidents
France,2017,Malware,Education,3.21,342049,Nation-state,Unpatched Software,AI-based Detection,31.0,9.384620332174629,1,Widespread Low-Loss Incidents
Brazil,2018,Phishing,Banking,98.75,316891,Hacker Group,Social Engineering,Antivirus,55.0,311.62134614110215,2,Critical High-Impact Incidents
India,2019,Man-in-the-Middle,Education,27.45,633466,Unknown,Zero-day,AI-based Detection,16.0,43.33302813410665,0,High-Impact Rapid-Response Incidents
USA,2023,Malware,Telecommunications,23.98,123866,Nation-state,Zero-day,Firewall,43.0,193.5963056851759,3,Concentrated High-Cost Incidents
France,2017,DDoS,Telecommunications,79.93,305905,Unknown,Unpatched Software,Encryption,44.0,261.29026985502037,2,Critical High-Impact Incidents
Russia,2023,SQL Injection,Telecommunications,3.66,702942,Nation-state,Unpatched Software,AI-based Detection,34.0,5.206688460783393,1,Widespread Low-Loss Incidents
Brazil,2016,Man-in-the-Middle,Retail,72.78,11339,Hacker Group,Social Engineering,AI-based Detection,34.0,6418.555428168269,3,Concentrated High-Cost Incidents
UK,2017,SQL Injection,Banking,73.88,8385,Nation-state,Social Engineering,AI-based Detection,69.0,8810.971973762671,3,Concentrated High-Cost Incidents
Russia,2024,Ransomware,Banking,52.8,21810,Insider,Zero-day,VPN,48.0,2420.9078404401653,3,Concentrated High-Cost Incidents
India,2018,Man-in-the-Middle,Healthcare,94.6,7347,Insider,Zero-day,AI-based Detection,7.0,12876.003811079352,3,Concentrated High-Cost Incidents
Germany,2021,SQL Injection,Education,1.62,61463,Hacker Group,Weak Passwords,Antivirus,58.0,26.3573206644648,1,Widespread Low-Loss Incidents
Russia,2020,DDoS,Healthcare,0.82,683572,Insider,Zero-day,Antivirus,69.0,1.1995810243836786,1,Widespread Low-Loss Incidents
Germany,2015,Malware,Healthcare,90.91,654633,Nation-state,Weak Passwords,Antivirus,43.0,138.8717036874096,2,Critical High-Impact Incidents
Japan,2021,DDoS,Banking,32.84,311274,Hacker Group,Zero-day,Encryption,67.0,105.50190507398628,2,Critical High-Impact Incidents
Russia,2017,Malware,Education,63.33,185208,Unknown,Zero-day,Firewall,3.0,341.9398730076455,0,High-Impact Rapid-Response Incidents
Russia,2022,Man-in-the-Middle,Healthcare,27.82,182378,Insider,Social Engineering,AI-based Detection,10.0,152.54032832907478,0,High-Impact Rapid-Response Incidents
China,2016,Phishing,IT,7.73,800480,Unknown,Zero-day,VPN,31.0,9.656705976414152,1,Widespread Low-Loss Incidents
India,2019,DDoS,Banking,46.98,147761,Unknown,Unpatched Software,AI-based Detection,68.0,317.945872050135,2,Critical High-Impact Incidents
Russia,2024,Ransomware,Banking,80.11,923911,Insider,Unpatched Software,Firewall,60.0,86.7074858942041,2,Critical High-Impact Incidents
Germany,2024,Ransomware,Education,11.81,418893,Insider,Social Engineering,Firewall,31.0,28.193357253522976,1,Widespread Low-Loss Incidents
Germany,2016,Ransomware,Education,15.09,914593,Unknown,Weak Passwords,AI-based Detection,1.0,16.4991422414123,0,High-Impact Rapid-Response Incidents
Japan,2015,SQL Injection,Banking,20.69,344789,Unknown,Zero-day,AI-based Detection,69.0,60.0077148632932,2,Critical High-Impact Incidents
India,2019,DDoS,Telecommunications,36.86,116906,Insider,Social Engineering,VPN,7.0,315.2960498178023,0,High-Impact Rapid-Response Incidents
Australia,2019,Phishing,Education,10.87,812343,Insider,Social Engineering,Antivirus,16.0,13.381047168499022,1,Widespread Low-Loss Incidents
China,2017,Malware,IT,18.17,346390,Hacker Group,Weak Passwords,Firewall,36.0,52.455324922774906,1,Widespread Low-Loss Incidents
Brazil,2018,Phishing,IT,13.89,30925,Insider,Zero-day,Encryption,43.0,449.15117219078417,3,Concentrated High-Cost Incidents
UK,2017,DDoS,Government,15.63,663812,Nation-state,Zero-day,Antivirus,57.0,23.54582321500666,1,Widespread Low-Loss Incidents
Brazil,2020,Man-in-the-Middle,Government,32.72,220978,Nation-state,Zero-day,VPN,47.0,148.06903854682366,2,Critical High-Impact Incidents
UK,2021,DDoS,Banking,97.03,100486,Nation-state,Unpatched Software,Firewall,31.0,965.6071492546225,3,Concentrated High-Cost Incidents
Russia,2023,SQL Injection,Education,75.63,195733,Nation-state,Weak Passwords,Antivirus,70.0,386.3937097985521,2,Critical High-Impact Incidents
Japan,2023,Man-in-the-Middle,Healthcare,64.21,707978,Nation-state,Weak Passwords,VPN,41.0,90.69490859885475,2,Critical High-Impact Incidents
Brazil,2018,Phishing,Healthcare,99.14,456432,Insider,Weak Passwords,Antivirus,66.0,217.20650611701194,2,Critical High-Impact Incidents
Brazil,2016,Man-in-the-Middle,IT,75.51,37230,Unknown,Social Engineering,AI-based Detection,52.0,2028.2030620467365,3,Concentrated High-Cost Incidents
UK,2015,DDoS,Government,11.68,890414,Nation-state,Unpatched Software,AI-based Detection,28.0,13.117493660252421,1,Widespread Low-Loss Incidents
France,2021,Malware,IT,33.84,440358,Nation-state,Social Engineering,Antivirus,5.0,76.84656574877714,0,High-Impact Rapid-Response Incidents
India,2022,Malware,Healthcare,38.89,400752,Insider,Unpatched Software,Antivirus,36.0,97.04255998722402,0,High-Impact Rapid-Response Incidents
France,2018,Phishing,Banking,89.77,134364,Nation-state,Zero-day,Antivirus,63.0,668.1105057902414,2,Critical High-Impact Incidents
Germany,2017,DDoS,Telecommunications,15.01,406483,Insider,Weak Passwords,Antivirus,62.0,36.92651353193123,1,Widespread Low-Loss Incidents
Brazil,2018,SQL Injection,IT,98.38,661583,Insider,Social Engineering,Encryption,30.0,148.7039419090273,0,High-Impact Rapid-Response Incidents
Russia,2015,SQL Injection,Education,23.49,642834,Unknown,Weak Passwords,Antivirus,34.0,36.541315487357544,0,High-Impact Rapid-Response Incidents
Brazil,2017,Ransomware,IT,9.43,493087,Hacker Group,Unpatched Software,Encryption,44.0,19.124414150038433,1,Widespread Low-Loss Incidents
Brazil,2021,Man-in-the-Middle,IT,97.37,966570,Nation-state,Weak Passwords,Antivirus,32.0,100.73765997289384,0,High-Impact Rapid-Response Incidents
Russia,2022,Phishing,Telecommunications,73.26,687383,Nation-state,Weak Passwords,VPN,8.0,106.57813766124562,0,High-Impact Rapid-Response Incidents
Germany,2020,Phishing,Retail,78.84,733304,Unknown,Weak Passwords,VPN,19.0,107.5133914447487,0,High-Impact Rapid-Response Incidents
India,2023,Ransomware,Telecommunications,3.51,661681,Hacker Group,Weak Passwords,AI-based Detection,14.0,5.304670981938426,1,Widespread Low-Loss Incidents
France,2020,SQL Injection,IT,25.32,644538,Unknown,Social Engineering,Antivirus,57.0,39.28395222624577,2,Critical High-Impact Incidents
